Nombre,Letra,Versos
Naranjas y limas (c),"Naranjas y limas, limas y limones; más linda es la Virgen que todas las flores. Ábranse estas puertas, rómpanse estos quicios, que a la media noche he nacido Cristo. Naranjas y limas, limas y limones; más linda es la Virgen que todas las flores. Arriba del cielo está un portalito por donde se asoma el Niño chiquito. Naranjas y limas, limas y limones; más linda es la Virgen que todas las flores. Denme mi aguinaldo si me lo han de dar, que la noche es corta, tenemos que andar. Naranjas y limas, limas y limones; más linda es la Virgen que todas las flores.","Naranjas y limas,
limas y limones;
más linda es la Virgen
que todas las flores.
Ábranse estas puertas,
rómpanse estos quicios,
que a la media noche
he nacido Cristo.
Naranjas y limas,
limas y limones;
más linda es la Virgen
que todas las flores.
Arriba del cielo
está un portalito
por donde se asoma
el Niño chiquito.
Naranjas y limas,
limas y limones;
más linda es la Virgen
que todas las flores.
Denme mi aguinaldo
si me lo han de dar,
que la noche es corta,
tenemos que andar.
Naranjas y limas,
limas y limones;
más linda es la Virgen
que todas las flores."
Cantos para pedir y dar posada,"En nombre del cielo, buenos moradores, dad a estos viajeros posada esta noche. La hora de pedirla no es muy oportuna; marchad a otra parte y buena ventura. Mi esposa padece, por piedad os ruego, que por esta noche le deis el sosiego. Esta casa es nuestra, no es de todo el mundo; yo le abro a quien quiero y abrirla no gusto. Mirad, mis amigos, que es mi esposa amada, la reina del cielo, de la tierra gracia. Una reina tiene soberbios palacios y allí a toda hora le abren sus vasallos. De Dios los vasallos somos todos; luego, abrid y que pase la Madre del Verbo. Pase la Escogida, la Niña dichosa; el alma la alberga que humilde la adora. Quisiera en su obsequio hacer mil festines, y el coro entonarle de los querubines.","En nombre del cielo,
buenos moradores,
dad a estos viajeros
posada esta noche.
La hora de pedirla
no es muy oportuna;
marchad a otra parte
y buena ventura.
Mi esposa padece,
por piedad os ruego,
que por esta noche
le deis el sosiego.
Esta casa es nuestra,
no es de todo el mundo;
yo le abro a quien quiero
y abrirla no gusto.
Mirad, mis amigos,
que es mi esposa amada,
la reina del cielo,
de la tierra gracia.
Una reina tiene
soberbios palacios
y allí a toda hora
le abren sus vasallos.
De Dios los vasallos
somos todos; luego,
abrid y que pase
la Madre del Verbo.
Pase la Escogida,
la Niña dichosa;
el alma la alberga
que humilde la adora.
Quisiera en su obsequio
hacer mil festines,
y el coro entonarle
de los querubines."
Esta sí que es Noche Buena,"Esta sí que es Noche Buena, Noche Buena, noche de comer buñuelos y en mi casa no los hace, no los hacen, por falta de harina y huevo.","Esta sí que es Noche Buena, Noche Buena,
noche de comer buñuelos
y en mi casa no los hace, no los hacen,
por falta de harina y huevo."
Mi mulita se perdió,"Mi mulita se perdió y la lloro con razón, porque en ella le llevaba al Niño su colación.","Mi mulita se perdió
y la lloro con razón,
porque en ella le llevaba
al Niño su colación."
Doña Tadea,"Doña Tadea reza el rosario y a un relicario mil besos da. Pero murmura con tanto celo, que ángel del cielo nunca será.","Doña Tadea
reza el rosario
y a un relicario
mil besos da.
Pero murmura
con tanto celo,
que ángel del cielo
nunca será."
Te comistes el pescado,"Te comistes el pescado, me dejaste las espinas, ¿cómo quieres que te compre zapatos de seda fina?","Te comistes el pescado,
me dejaste las espinas,
¿cómo quieres que te compre
zapatos de seda fina?"
"¡Ay, mamá, mira a don José! (a)","¡Ay, mamá, mira a don José! Quiere que le cante y yo no sé. Cántale, niña, que dirá que eres orgullosa y no te querrá.","¡Ay, mamá, mira a don José!
Quiere que le cante y yo no sé.
Cántale, niña, que dirá
que eres orgullosa y no te querrá."
"Mire, madre, a don José","Mire, mire, madre, a don José, quiere que le cante y yo no sé Cántale, muchacha, ¿no ves que dirá que eres orgullosa y así no te quedrá.","Mire, mire, madre,
a don José,
quiere que le cante
y yo no sé
Cántale, muchacha,
¿no ves que dirá
que eres orgullosa
y así no te quedrá."
Ahí vienen los monos,"Ahí vienen los monos de Cualichandé y el mono más grande se parece a usted. Baila la costilla, baila el costillar; con cuidad, chata, no se vaya a caer. Ya vienen los monos vienen de Tepic y el mono más grande se parece a ti. Baila la costilla, baila el costillar; con cuidado, chata, no se vaya a caer.","Ahí vienen los monos
de Cualichandé
y el mono más grande
se parece a usted.
Baila la costilla,
baila el costillar;
con cuidad, chata,
no se vaya a caer.
Ya vienen los monos
vienen de Tepic
y el mono más grande
se parece a ti.
Baila la costilla,
baila el costillar;
con cuidado, chata,
no se vaya a caer."
Somos indítaralas,Somos indítaralas michoacanítaralas que lo paseámorolo por lo portal. Vendiendo guájereles y jicarítaralas y florecítaralas del temporal. Árbol frondósorolo de verde prádorolo que yo he soñádorolo y en mi niñez.,"Somos indítaralas
michoacanítaralas
que lo paseámorolo
por lo portal.
Vendiendo guájereles
y jicarítaralas
y florecítaralas
del temporal.
Árbol frondósorolo
de verde prádorolo
que yo he soñádorolo
y en mi niñez."
Christus A.B.C.,"Jesús, Jesús y cruz y lo que sigue es A. Amor con A se escribe, sin él, ¡quién vivirá! Be-a-bá, venme a suplicar; be-e-bé, yo no quiero a usted; be-i-bí, dime por Dios que sí; be-o-bó, no me digas que no; be-u-bú, el amor eres tú. Supe el abecedario, comencé a deletrear y a mi amor lo divierto cantando el ve-a-ene-van.","Jesús, Jesús y cruz
y lo que sigue es A.
Amor con A se escribe,
sin él, ¡quién vivirá!
Be-a-bá, venme a suplicar;
be-e-bé, yo no quiero a usted;
be-i-bí, dime por Dios que sí;
be-o-bó, no me digas que no;
be-u-bú, el amor eres tú.
Supe el abecedario,
comencé a deletrear
y a mi amor lo divierto
cantando el ve-a-ene-van."
"Vacalín, vacalón","Vacalín, vacalón vacas vienen de León, todas vienen en percada menos la vaca morada. Tengo una cinta blanca para el niño de Esperanza. Tengo una cinta azul para el niño de Jesús. Tengo una cinta negra para el niño de mi suegra. Vacalín, vacalón, vacas vienen de León, todas vienen en percada menos la vaca morada.","Vacalín, vacalón
vacas vienen de León,
todas vienen en percada
menos la vaca morada.
Tengo una cinta blanca
para el niño de Esperanza.
Tengo una cinta azul
para el niño de Jesús.
Tengo una cinta negra
para el niño de mi suegra.
Vacalín, vacalón,
vacas vienen de León,
todas vienen en percada
menos la vaca morada."
La niña quiere piñones,"La niña quiere piñones piñones le hemos de dar; si no le damos piñones otra cosa no puede desear. La niña quiere piñones, piñones le hemos de dar; pues anda sube a la piña y empiézalos a cortar. Tras, tras, tras, tras, tris, tris, tras. Tus piñones quebrarás, escógelos, chiquitita, que ya están cayendo más. Tras, tras, tras, tras, tris, tris, tras.","La niña quiere piñones
piñones le hemos de dar;
si no le damos piñones
otra cosa no puede desear.
La niña quiere piñones,
piñones le hemos de dar;
pues anda sube a la piña
y empiézalos a cortar.
Tras, tras, tras, tras,
tris, tris, tras.
Tus piñones quebrarás,
escógelos, chiquitita,
que ya están cayendo más.
Tras, tras, tras, tras,
tris, tris, tras."
El nidito,"Yo tengo un nidito de pájaros negros, (bis) corran, muchachos, vamos a verlos; ya estarán buenos para cogerlos.","Yo tengo un nidito
de pájaros negros, (bis)
corran, muchachos,
vamos a verlos;
ya estarán buenos
para cogerlos."
El cojo (a),"Soy cojo de un pie y manco de una mano, tengo un ojo tuerto y el otro apagado.","Soy cojo de un pie y
manco de una mano,
tengo un ojo tuerto
y el otro apagado."
El cojo (b),"Soy cojo de un pie y no puedo andar, sólo al ver a usted suelo no cojear. Ahí viene un cojo, por la banqueta, sacando sones con la muleta.","Soy cojo de un pie
y no puedo andar,
sólo al ver a usted
suelo no cojear.
Ahí viene un cojo,
por la banqueta,
sacando sones
con la muleta."
San Miguelito,"San Miguelito de Tololotlán, dame la mano que quiero brincar; San Miguelito de Tololotlán. Brinca, muchacho, que no te has de caer.","San Miguelito de Tololotlán,
dame la mano que quiero brincar;
San Miguelito de Tololotlán.
Brinca, muchacho, que no te has de caer."
La rana,"Sun y sun, cantaba la rana, sun y sun, debajo del agua, sun y sun, y tuvo un hijito, sun y sun, de la marihuana.","Sun y sun, cantaba la rana,
sun y sun, debajo del agua,
sun y sun, y tuvo un hijito,
sun y sun, de la marihuana."
Toque militar,"Anda, mujer de Celso, vístete pronto y vete a comprar una tripa de amargo para que Celso pueda tocar.","Anda, mujer de Celso,
vístete pronto y vete a comprar
una tripa de amargo
para que Celso pueda tocar."
La retreta,"Don Juan quiere cenar papitas en pipián, calíllenlo, calíllenlo porque si no se va.","Don Juan quiere cenar
papitas en pipián,
calíllenlo, calíllenlo
porque si no se va."
La cucaracha (a),"Ya murió la cucaracha, ya la llevan a enterrar entre cuatro zopilotes y un ratón de sacristán.","Ya murió la cucaracha,
ya la llevan a enterrar
entre cuatro zopilotes
y un ratón de sacristán."
La tuza (b),"Ya la tuza se murió, ya la llevan a enterrar entre cuatro lagartijos y un gato de sacristán.","Ya la tuza se murió,
ya la llevan a enterrar
entre cuatro lagartijos
y un gato de sacristán."
Responso humorístico,"Muerto, si hubieras corrido, no te hubieran alcanzado; pero como no corriste, ahora te llevan cargando.","Muerto, si hubieras corrido,
no te hubieran alcanzado;
pero como no corriste,
ahora te llevan cargando."
Los padres de San Francisco,"Los padres de San Francisco sembraron un camotal. ¡Qué padres tan inocentes, qué camotes se han de dar!","Los padres de San Francisco
sembraron un camotal.
¡Qué padres tan inocentes,
qué camotes se han de dar!"
El zopilote (a),"Te lo dije, zopilote, te lo vuelvo a repetir, en la playa hay una vaca que se acaba de morir. Brinca, Chepito, y vuelve a brincar, que ya tu brinquito me quiere gustar.","Te lo dije, zopilote,
te lo vuelvo a repetir,
en la playa hay una vaca
que se acaba de morir.
Brinca, Chepito,
y vuelve a brincar,
que ya tu brinquito
me quiere gustar."
El chombito (b),"La chombita se murió, se murió de sarampión, y el chombito le lloraba debajo del pabellón. Brinca, chombito, y sigue brincando, que tus brinquitos me van gustando.","La chombita se murió,
se murió de sarampión,
y el chombito le lloraba
debajo del pabellón.
Brinca, chombito,
y sigue brincando,
que tus brinquitos
me van gustando."
"Zamora, valiente","Zamora, valiente; Jacona, cobarde; Santiago, infeliz; y Chavinda, su padre.","Zamora, valiente;
Jacona, cobarde;
Santiago, infeliz;
y Chavinda, su padre."
La calavera (a),"Calavera, vete al monte con tu palo y tu garrote.","Calavera, vete al monte
con tu palo y tu garrote."
La calavera (b),"Calavera, vete al monte. No, señora, porque espanto. Pues ¿a dónde quieres irte? Yo, señora, al camposanto.","Calavera, vete al monte.
No, señora, porque espanto.
Pues ¿a dónde quieres irte?
Yo, señora, al camposanto."
"Ya te vide, calavera (c)","Ya te vide calavera, con un diente y una muela, saltando como una pulga que tiene barriga llena.","Ya te vide calavera,
con un diente y una muela,
saltando como una pulga
que tiene barriga llena."
La media muerte (a),"Estaba la Media Muerte sentada en un carrizal comiendo tortilla dura para poder engordar. Estaba la Media Muerte sentada en un taburete, los muchachos, de traviesos, le tumbaron el bonete. Estaba la Media Muerte sentada en un tecomate, diciéndole a los muchachos: Vengan, beban chocolate. Estaba la Muerte seca sentada en un carrizal comiendo tortilla dura y frijolitos sin sal, sin sal, sin sal.","Estaba la Media Muerte
sentada en un carrizal
comiendo tortilla dura
para poder engordar.
Estaba la Media Muerte
sentada en un taburete,
los muchachos, de traviesos,
le tumbaron el bonete.
Estaba la Media Muerte
sentada en un tecomate,
diciéndole a los muchachos:
Vengan, beban chocolate.
Estaba la Muerte seca
sentada en un carrizal
comiendo tortilla dura
y frijolitos sin sal,
sin sal, sin sal."
La media muerte (b),"Estaba la Muerte un día sentada en un arenal, comiendo tortilla fría pa’ver si podía engordar. Estaba la Muerte seca sentada en un muladar comiendo tortilla dura pa’ver si podía engordar.","Estaba la Muerte un día
sentada en un arenal,
comiendo tortilla fría
pa’ver si podía engordar.
Estaba la Muerte seca
sentada en un muladar
comiendo tortilla dura
pa’ver si podía engordar."
La media muerte (c),"Estaba la muerte un día sentada en un taburete los muchachos, de traviesos, le tumbaron el bonete","Estaba la muerte un día
sentada en un taburete
los muchachos, de traviesos,
le tumbaron el bonete"
Estaba la Muerte un día (b),Estaba la Muerte un día sentada en un arenal comiendo tortilla fría pa'ver si podía engordar,"Estaba la Muerte un día
sentada en un arenal
comiendo tortilla fría
pa'ver si podía engordar"
Tanto bailé con la moza del cura (a),"Tanto bailé con la moza del cura, tanto bailé que me dio calentura. Tanto bailé con la gaita gallega, tanto bailé que me casé con ella. Toca la gaita, Domingo Ferreiro; toca la gaita. Nun queiro, nun queiro. tanto bailé que me casé con ella. Toca la gaita, Domingo Ferreiro; toca la gaita. Nun queiro, nun queiro.","Tanto bailé con la moza del cura,
tanto bailé que me dio calentura.
Tanto bailé con la gaita gallega,
tanto bailé que me casé con ella.
Toca la gaita, Domingo Ferreiro;
toca la gaita. Nun queiro, nun queiro.
tanto bailé que me casé con ella.
Toca la gaita, Domingo Ferreiro;
toca la gaita. Nun queiro, nun queiro."
De Navidad (b),"Tanto bailé con la moza del cura tanto bailé que me dio calentura. Tanto bailé con la moza del juez, tanto bailé que me duelen los pies.","Tanto bailé con la moza del cura
tanto bailé que me dio calentura.
Tanto bailé con la moza del juez,
tanto bailé que me duelen los pies."
Tanto bailé con la moza del cura (b),"Tanto bailé con la hija del cura, tanto bailé que me dio calentura. Tanto bailé con la garza morena, tanto bailé, que me enamoré de ella.","Tanto bailé con la hija del cura,
tanto bailé que me dio calentura.
Tanto bailé con la garza morena,
tanto bailé, que me enamoré de ella."
La patera (d),Yo soy la patera que viene a rogar el pato cocido que ayer fui a agarrar,"Yo soy la patera
que viene a rogar
el pato cocido
que ayer fui a agarrar"
Una lo-ri-té,"Una lo-ri-té ca-lo-ré men-hué, calo-rete zumbe-lete, una lo-ri-té.","Una lo-ri-té
ca-lo-ré men-hué,
calo-rete zumbe-lete,
una lo-ri-té."
Un gato cayó en un plato,"Un gato cayó en un plato sus tripas se hicieron pan, arrepote pote pote, arrepote pote pan.","Un gato cayó en un plato
sus tripas se hicieron pan,
arrepote pote pote,
arrepote pote pan."
Al don dón,"Al dondón de la dina, dina, danza; ay qué ruido, ay qué ruido se oye en Francia. ¡Ay qué reteplé! ¡Ay que rechulé! Al dondón que salga usted.","Al dondón
de la dina, dina, danza;
ay qué ruido,
ay qué ruido se oye en Francia.
¡Ay qué reteplé!
¡Ay que rechulé!
Al dondón
que salga usted."
Caballito blanco (ronda) (a),"Caballito blanco, sácame de aquí, llévame a mi pueblo, donde yo nací. Tengo, tengo, tengo… Tú no tienes nada. Tengo tres borregas en una manada; una me da leche, otra me da lana, y otra mantequilla para la semana.","Caballito blanco,
sácame de aquí,
llévame a mi pueblo,
donde yo nací.
Tengo, tengo, tengo…
Tú no tienes nada.
Tengo tres borregas
en una manada;
una me da leche,
otra me da lana,
y otra mantequilla
para la semana."
